"doc_id","date_year","batch_number","date_full","box_number","folder01","folder02","folder03","folder04"
"1738","2010","4571","10/21/2010","","2010 ACA BATCHES","4571 - 10/21/2010","-","-"
"1739","2010","4570","10/21/2010","","2010 ACA BATCHES","4570 - 10/21/2010","-","-"
"1740","2010","4569","10/20/2010","","2010 ACA BATCHES","4569 - 10/20/2010","-","-"
"1741","2010","4568","10/20/2010","","2010 ACA BATCHES","4568 - 10/20/2010","-","-"
"1742","2010","4567","10/19/2010","","2010 ACA BATCHES","4567 - 10/19/2010","-","-"
"1743","2010","4566","10/19/2010","","2010 ACA BATCHES","4566 - 10/19/2010","-","-"
"1744","2010","4565","10/19/2010","","2010 ACA BATCHES","4565 - 10/19/2010","-","-"
"1745","2010","4564","10/19/2010","","2010 ACA BATCHES","4564 - 10/19/2010","-","-"
"1746","2010","4563","10/19/2010","","2010 ACA BATCHES","4563 - 10/19/2010","-","-"
"1747","2010","4562","10/18/2010","","2010 ACA BATCHES","4562 - 10/18/2010","-","-"
"1748","2010","4561","10/18/2010","","2010 ACA BATCHES","4561 - 10/18/2010","-","-"
"1749","2010","4560","10/18/2010","","2010 ACA BATCHES","4560 - 10/18/2010","-","-"
"1750","2010","4559","10/15/2010","","2010 ACA BATCHES","4559 - 10/15/2010","-","-"
"1751","2010","4558","10/15/2010","","2010 ACA BATCHES","4558 - 10/15/2010","-","-"
"1752","2010","4557","10/14/2010","","2010 ACA BATCHES","4557 - 10/14/2010","-","-"
"1753","2010","4556","10/14/2010","","2010 ACA BATCHES","4556 - 10/14/2010","-","-"
"1754","2010","4555","10/14/2010","","2010 ACA BATCHES","4555 - 10/14/2010","-","-"
"1755","2010","4554","10/14/2010","","2010 ACA BATCHES","4554 - 10/14/2010","-","-"
"1756","2010","4553","10/14/2010","","2010 ACA BATCHES","4553 - 10/14/2010","-","-"
"1757","2010","4552","10/14/2010","","2010 ACA BATCHES","4552 - 10/14/2010","-","-"
"1758","2010","4551","10/14/2010","","2010 ACA BATCHES","4551 - 10/14/2010","-","-"
"1759","2010","4550","10/13/2010","","2010 ACA BATCHES","4550 - 10/13/2010","-","-"
"1760","2010","4549","10/13/2010","","2010 ACA BATCHES","4549 - 10/13/2010","-","-"
"1761","2010","4548","10/13/2010","","2010 ACA BATCHES","4548 - 10/13/2010","-","-"
"1762","2010","4547","10/13/2010","","2010 ACA BATCHES","4547 - 10/13/2010","-","-"
"1763","2010","4546","10/13/2010","","2010 ACA BATCHES","4546 - 10/13/2010","-","-"
"1764","2010","4545","10/13/2010","","2010 ACA BATCHES","4545 - 10/13/2010","-","-"
"1765","2010","4544","10/13/2010","","2010 ACA BATCHES","4544 - 10/13/2010","-","-"
"1766","2010","4543","10/12/2010","","2010 ACA BATCHES","4543 - 10/12/2010","-","-"
"1767","2010","4542","10/08/2010","","2010 ACA BATCHES","4542 - 10/08/2010","-","-"
"1768","2010","4541","10/07/2010","","2010 ACA BATCHES","4541 - 10/07/2010","-","-"
"1769","2010","4540","10/06/2010","","2010 ACA BATCHES","4540 - 10/06/2010","-","-"
"1770","2010","4539","10/06/2010","","2010 ACA BATCHES","4539 - 10/06/2010","-","-"
"1771","2010","4538","10/06/2010","","2010 ACA BATCHES","4538 - 10/06/2010","-","-"
"1772","2010","4537","10/05/2010","","2010 ACA BATCHES","4537 - 10/05/2010","-","-"
"1773","2010","4536","10/05/2010","","2010 ACA BATCHES","4536 - 10/05/2010","-","-"
"1774","2010","4535","10/05/2010","","2010 ACA BATCHES","4535 - 10/05/2010","-","-"
"1775","2010","4534","10/05/2010","","2010 ACA BATCHES","4534 - 10/05/2010","-","-"
"1776","2010","4533","10/04/2010","","2010 ACA BATCHES","4533 - 10/04/2010","-","-"
"1777","2010","4532","10/04/2010","","2010 ACA BATCHES","4532 - 10/04/2010","-","-"
"1778","2010","4531","10/01/2010","","2010 ACA BATCHES","4531 - 10/01/2010","-","-"
"1779","2010","4530","10/01/2010","","2010 ACA BATCHES","4530 - 10/01/2010","-","-"
"1780","2010","4529","09/30/2010","","2010 ACA BATCHES","4529 - 09/30/2010","-","-"
"1781","2010","4528","09/30/2010","","2010 ACA BATCHES","4528 - 09/30/2010","-","-"
"1782","2010","4527","09/29/2010","","2010 ACA BATCHES","4527 - 09/29/2010","-","-"
"1783","2010","4526","09/29/2010","","2010 ACA BATCHES","4526 - 09/29/2010","-","-"
"1784","2010","4525","09/28/2010","","2010 ACA BATCHES","4525 - 09/28/2010","-","-"
"1785","2010","4524","09/28/2010","","2010 ACA BATCHES","4524 - 09/28/2010","-","-"
"1786","2010","4523","09/28/2010","","2010 ACA BATCHES","4523 - 09/28/2010","-","-"
"1787","2010","4522","09/28/2010","","2010 ACA BATCHES","4522 - 09/28/2010","-","-"
"1788","2010","4521","09/28/2010","","2010 ACA BATCHES","4521 - 09/28/2010","-","-"
"1789","2010","4520","09/27/2010","","2010 ACA BATCHES","4520 - 09/27/2010","-","-"
"1790","2010","4519","09/27/2010","","2010 ACA BATCHES","4519 - 09/27/2010","-","-"
"1791","2010","4518","09/27/2010","","2010 ACA BATCHES","4518 - 09/27/2010","-","-"
"1792","2010","4517","09/27/2010","","2010 ACA BATCHES","4517 - 09/27/2010","-","-"
"1793","2010","4516","09/24/2010","","2010 ACA BATCHES","4516 - 09/24/2010","-","-"
"1794","2010","4515","09/24/2010","","2010 ACA BATCHES","4515 - 09/24/2010","-","-"
"1795","2010","4514","09/23/2010","","2010 ACA BATCHES","4514 - 09/23/2010","-","-"
"1796","2010","4513","09/23/2010","","2010 ACA BATCHES","4513 - 09/23/2010","-","-"
"1797","2010","4512","09/23/2010","","2010 ACA BATCHES","4512 - 09/23/2010","-","-"
"1798","2010","4511","09/22/2010","","2010 ACA BATCHES","4511 - 09/22/2010","-","-"
"1799","2010","4510","09/22/2010","","2010 ACA BATCHES","4510 - 09/22/2010","-","-"
"1800","2010","4509","09/22/2010","","2010 ACA BATCHES","4509 - 09/22/2010","-","-"
"1801","2010","4508","09/22/2010","","2010 ACA BATCHES","4508 - 09/22/2010","-","-"
"1802","2010","4507","09/22/2010","","2010 ACA BATCHES","4507 - 09/22/2010","-","-"
"1803","2010","4506","09/22/2010","","2010 ACA BATCHES","4506 - 09/22/2010","-","-"
"1804","2010","4505","09/21/2010","","2010 ACA BATCHES","4505 - 09/21/2010","-","-"
"1805","2010","4504","09/21/2010","","2010 ACA BATCHES","4504 - 09/21/2010","-","-"
"1806","2010","4503","09/21/2010","","2010 ACA BATCHES","4503 - 09/21/2010","-","-"
"1807","2010","4502","09/21/2010","","2010 ACA BATCHES","4502 - 09/21/2010","-","-"
"1808","2010","4501","09/21/2010","","2010 ACA BATCHES","4501 - 09/21/2010","-","-"
"1809","2010","4500","09/21/2010","","2010 ACA BATCHES","4500 - 09/21/2010","-","-"
"1810","2010","4499","09/21/2010","","2010 ACA BATCHES","4499 - 09/21/2010","-","-"
"1811","2010","4498","09/20/2010","","2010 ACA BATCHES","4498 - 09/20/2010","-","-"
"1812","2010","4497","09/20/2010","","2010 ACA BATCHES","4497 - 09/20/2010","-","-"
"1813","2010","4496","09/20/2010","","2010 ACA BATCHES","4496 - 09/20/2010","-","-"
"1814","2010","4495","09/20/2010","","2010 ACA BATCHES","4495 - 09/20/2010","-","-"
"1815","2010","4494","09/17/2010","","2010 ACA BATCHES","4494 - 09/17/2010","-","-"
"1816","2010","4493","09/17/2010","","2010 ACA BATCHES","4493 - 09/17/2010","-","-"
"1817","2010","4492","09/17/2010","","2010 ACA BATCHES","4492 - 09/17/2010","-","-"
"1818","2010","4491","09/17/2010","","2010 ACA BATCHES","4491 - 09/17/2010","-","-"
"1819","2010","4490","09/17/2010","","2010 ACA BATCHES","4490 - 09/17/2010","-","-"
"1820","2010","4489","09/16/2010","","2010 ACA BATCHES","4489 - 09/16/2010","-","-"
"1821","2010","4488","09/16/2010","","2010 ACA BATCHES","4488 - 09/16/2010","-","-"
"1822","2010","4487","09/16/2010","","2010 ACA BATCHES","4487 - 09/16/2010","-","-"
"1823","2010","4486","09/16/2010","","2010 ACA BATCHES","4486 - 09/16/2010","-","-"
"1824","2010","4485","09/15/2010","","2010 ACA BATCHES","4485 - 09/15/2010","-","-"
"1825","2010","4484","09/15/2010","","2010 ACA BATCHES","4484 - 09/15/2010","-","-"
"1826","2010","4483","09/15/2010","","2010 ACA BATCHES","4483 - 09/15/2010","-","-"
"1827","2010","4482","09/15/2010","","2010 ACA BATCHES","4482 - 09/15/2010","-","-"
"1828","2010","4481","09/15/2010","","2010 ACA BATCHES","4481 - 09/15/2010","-","-"
"1829","2010","4480","09/14/2010","","2010 ACA BATCHES","4480 - 09/14/2010","-","-"
"1830","2010","4479","09/14/2010","","2010 ACA BATCHES","4479 - 09/14/2010","-","-"
"1831","2010","4478","09/14/2010","","2010 ACA BATCHES","4478 - 09/14/2010","-","-"
"1832","2010","4477","09/14/2010","","2010 ACA BATCHES","4477 - 09/14/2010","-","-"
"1833","2010","4476","09/14/2010","","2010 ACA BATCHES","4476 - 09/14/2010","-","-"
"1834","2010","4475","09/13/2010","","2010 ACA BATCHES","4475 - 09/13/2010","-","-"
"1835","2010","4474","09/13/2010","","2010 ACA BATCHES","4474 - 09/13/2010","-","-"
"1836","2010","4473","09/10/2010","","2010 ACA BATCHES","4473 - 09/10/2010","-","-"
"1837","2010","4472","09/10/2010","","2010 ACA BATCHES","4472 - 09/10/2010","-","-"
"1838","2010","4471","09/10/2010","","2010 ACA BATCHES","4471 - 09/10/2010","-","-"
"1839","2010","4470","09/09/2010","","2010 ACA BATCHES","4470 - 09/09/2010","-","-"
"1840","2010","4469","09/09/2010","","2010 ACA BATCHES","4469 - 09/09/2010","-","-"
"1841","2010","4468","09/09/2010","","2010 ACA BATCHES","4468 - 09/09/2010","-","-"
"1842","2010","4467","09/08/2010","","2010 ACA BATCHES","4467 - 09/08/2010","-","-"
"1843","2010","4466","09/08/2010","","2010 ACA BATCHES","4466 - 09/08/2010","-","-"
"1844","2010","4465","09/08/2010","","2010 ACA BATCHES","4465 - 09/08/2010","-","-"
"1845","2010","4464","09/08/2010","","2010 ACA BATCHES","4464 - 09/08/2010","-","-"
"1846","2010","4463","09/08/2010","","2010 ACA BATCHES","4463 - 09/08/2010","-","-"
"1847","2010","4462","09/07/2010","","2010 ACA BATCHES","4462 - 09/07/2010","-","-"
"1848","2010","4461","09/07/2010","","2010 ACA BATCHES","4461 - 09/07/2010","-","-"
"1849","2010","4460","09/07/2010","","2010 ACA BATCHES","4460 - 09/07/2010","-","-"
"1850","2010","4459","09/07/2010","","2010 ACA BATCHES","4459 - 09/07/2010","-","-"
"1851","2010","4458","09/07/2010","","2010 ACA BATCHES","4458 - 09/07/2010","-","-"
"1852","2010","4457","09/03/2010","","2010 ACA BATCHES","4457 - 09/03/2010","-","-"
"1853","2010","4456","09/03/2010","","2010 ACA BATCHES","4456 - 09/03/2010","-","-"
"1854","2010","4455","09/03/2010","","2010 ACA BATCHES","4455 - 09/03/2010","-","-"
"1855","2010","4454","09/03/2010","","2010 ACA BATCHES","4454 - 09/03/2010","-","-"
"1856","2010","4453","09/02/2010","","2010 ACA BATCHES","4453 - 09/02/2010","-","-"
"1857","2010","4452","09/02/2010","","2010 ACA BATCHES","4452 - 09/02/2010","-","-"
"1858","2010","4451","09/02/2010","","2010 ACA BATCHES","4451 - 09/02/2010","-","-"
"1859","2010","4450","09/01/2010","","2010 ACA BATCHES","4450 - 09/01/2010","-","-"
"1860","2010","4449","09/01/2010","","2010 ACA BATCHES","4449 - 09/01/2010","-","-"
"1861","2010","4448","09/01/2010","","2010 ACA BATCHES","4448 - 09/01/2010","-","-"
"1862","2010","4447","09/01/2010","","2010 ACA BATCHES","4447 - 09/01/2010","-","-"
"1863","2010","4446","09/01/2010","","2010 ACA BATCHES","4446 - 09/01/2010","-","-"
"1864","2010","4445","08/31/2010","","2010 ACA BATCHES","4445 - 08/31/2010","-","-"
"1865","2010","4444","08/31/2010","","2010 ACA BATCHES","4444 - 08/31/2010","-","-"
"1866","2010","4443","08/31/2010","","2010 ACA BATCHES","4443 - 08/31/2010","-","-"
"1867","2010","4442","08/31/2010","","2010 ACA BATCHES","4442 - 08/31/2010","-","-"
"1868","2010","4441","08/31/2010","","2010 ACA BATCHES","4441 - 08/31/2010","-","-"
"1869","2010","4440","08/31/2010","","2010 ACA BATCHES","4440 - 08/31/2010","-","-"
"1870","2010","4439","08/30/2010","","2010 ACA BATCHES","4439 - 08/30/2010","-","-"
"1871","2010","4438","08/30/2010","","2010 ACA BATCHES","4438 - 08/30/2010","-","-"
"1872","2010","4437","08/30/2010","","2010 ACA BATCHES","4437 - 08/30/2010","-","-"
"1873","2010","4436","08/30/2010","","2010 ACA BATCHES","4436 - 08/30/2010","-","-"
"1874","2010","4435","08/30/2010","","2010 ACA BATCHES","4435 - 08/30/2010","-","-"
"1875","2010","4434","08/27/2010","","2010 ACA BATCHES","4434 - 08/27/2010","-","-"
"1876","2010","4433","08/26/2010","","2010 ACA BATCHES","4433 - 08/26/2010","-","-"
"1877","2010","4432","08/26/2010","","2010 ACA BATCHES","4432 - 08/26/2010","-","-"
"1878","2010","4431","08/25/2010","","2010 ACA BATCHES","4431 - 08/25/2010","-","-"
"1879","2010","4430","08/25/2010","","2010 ACA BATCHES","4430 - 08/25/2010","-","-"
"1880","2010","4429","08/25/2010","","2010 ACA BATCHES","4429 - 08/25/2010","-","-"
"1881","2010","4428","08/24/2010","","2010 ACA BATCHES","4428 - 08/24/2010","-","-"
"1882","2010","4427","08/24/2010","","2010 ACA BATCHES","4427 - 08/24/2010","-","-"
"1883","2010","4426","08/24/2010","","2010 ACA BATCHES","4426 - 08/24/2010","-","-"
"1884","2010","4425","08/24/2010","","2010 ACA BATCHES","4425 - 08/24/2010","-","-"
"1885","2010","4424","08/24/2010","","2010 ACA BATCHES","4424 - 08/24/2010","-","-"
"1886","2010","4423","08/23/2010","","2010 ACA BATCHES","4423 - 08/23/2010","-","-"
"1887","2010","4422","08/23/2010","","2010 ACA BATCHES","4422 - 08/23/2010","-","-"
"1888","2010","4421","08/23/2010","","2010 ACA BATCHES","4421 - 08/23/2010","-","-"
"1889","2010","4420","08/23/2010","","2010 ACA BATCHES","4420 - 08/23/2010","-","-"
"1890","2010","4419","08/23/2010","","2010 ACA BATCHES","4419 - 08/23/2010","-","-"
"1891","2010","4418","08/23/2010","","2010 ACA BATCHES","4418 - 08/23/2010","-","-"
"1892","2010","4417","08/20/2010","","2010 ACA BATCHES","4417 - 08/20/2010","-","-"
"1893","2010","4416","08/20/2010","","2010 ACA BATCHES","4416 - 08/20/2010","-","-"
"1894","2010","4415","08/20/2010","","2010 ACA BATCHES","4415 - 08/20/2010","-","-"
"1895","2010","4414","08/20/2010","","2010 ACA BATCHES","4414 - 08/20/2010","-","-"
"1896","2010","4413","08/19/2010","","2010 ACA BATCHES","4413 - 08/19/2010","-","-"
"1897","2010","4412","08/19/2010","","2010 ACA BATCHES","4412 - 08/19/2010","-","-"
"1898","2010","4411","08/19/2010","","2010 ACA BATCHES","4411 - 08/19/2010","-","-"
"1899","2010","4410","08/19/2010","","2010 ACA BATCHES","4410 - 08/19/2010","-","-"
"1900","2010","4409","08/18/2010","","2010 ACA BATCHES","4409 - 08/18/2010","-","-"
"1901","2010","4408","08/18/2010","","2010 ACA BATCHES","4408 - 08/18/2010","-","-"
"1902","2010","4407","08/18/2010","","2010 ACA BATCHES","4407 - 08/18/2010","-","-"
"1903","2010","4406","08/18/2010","","2010 ACA BATCHES","4406 - 08/18/2010","-","-"
"1904","2010","4405","08/18/2010","","2010 ACA BATCHES","4405 - 08/18/2010","-","-"
"1905","2010","4404","08/18/2010","","2010 ACA BATCHES","4404 - 08/18/2010","-","-"
"1906","2010","4403","08/18/2010","","2010 ACA BATCHES","4403 - 08/18/2010","-","-"
"1907","2010","4402","08/17/2010","","2010 ACA BATCHES","4402 - 08/17/2010","-","-"
"1908","2010","4401","08/17/2010","","2010 ACA BATCHES","4401 - 08/17/2010","-","-"
"1909","2010","4400","08/17/2010","","2010 ACA BATCHES","4400 - 08/17/2010","-","-"
"1910","2010","4399","08/17/2010","","2010 ACA BATCHES","4399 - 08/17/2010","-","-"
"1911","2010","4398","08/17/2010","","2010 ACA BATCHES","4398 - 08/17/2010","-","-"
"1912","2010","4397","08/17/2010","","2010 ACA BATCHES","4397 - 08/17/2010","-","-"
"1913","2010","4396","08/17/2010","","2010 ACA BATCHES","4396 - 08/17/2010","-","-"
"1914","2010","4395","08/17/2010","","2010 ACA BATCHES","4395 - 08/17/2010","-","-"
"1915","2010","4394","08/17/2010","","2010 ACA BATCHES","4394 - 08/17/2010","-","-"
"1916","2010","4393","08/17/2010","","2010 ACA BATCHES","4393 - 08/17/2010","-","-"
"1917","2010","4392","08/17/2010","","2010 ACA BATCHES","4392 - 08/17/2010","-","-"
"1918","2010","4391","08/16/2010","","2010 ACA BATCHES","4391 - 08/16/2010","-","-"
"1919","2010","4390","08/13/2010","","2010 ACA BATCHES","4390 - 08/13/2010","-","-"
"1920","2010","4389","08/12/2010","","2010 ACA BATCHES","4389 - 08/12/2010","-","-"
"1921","2010","4388","08/11/2010","","2010 ACA BATCHES","4388 - 08/11/2010","-","-"
"1922","2010","4387","08/11/2010","","2010 ACA BATCHES","4387 - 08/11/2010","-","-"
"1923","2010","4386","08/10/2010","","2010 ACA BATCHES","4386 - 08/10/2010","-","-"
"1924","2010","4385","08/09/2010","","2010 ACA BATCHES","4385 - 08/09/2010","-","-"
"1925","2010","4384","08/06/2010","","2010 ACA BATCHES","4384 - 08/06/2010","-","-"
"1926","2010","4383","08/06/2010","","2010 ACA BATCHES","4383 - 08/06/2010","-","-"
"1927","2010","4381","08/05/2010","","2010 ACA BATCHES","4381 - 08/05/2010","-","-"
"1928","2010","4380","08/05/2010","","2010 ACA BATCHES","4380 - 08/05/2010","-","-"
"1929","2010","4379","08/05/2010","","2010 ACA BATCHES","4379 - 08/05/2010","-","-"
"1930","2010","4378","08/04/2010","","2010 ACA BATCHES","4378 - 08/04/2010","-","-"
"1931","2010","4377","08/04/2010","","2010 ACA BATCHES","4377 - 08/04/2010","-","-"
"1932","2010","4376","08/04/2010","","2010 ACA BATCHES","4376 - 08/04/2010","-","-"
"1933","2010","4375","08/04/2010","","2010 ACA BATCHES","4375 - 08/04/2010","-","-"
"1934","2010","4374","08/04/2010","","2010 ACA BATCHES","4374 - 08/04/2010","-","-"
"1935","2010","4373","08/03/2010","","2010 ACA BATCHES","4373 - 08/03/2010","-","-"
"1936","2010","4372","08/03/2010","","2010 ACA BATCHES","4372 - 08/03/2010","-","-"
"1937","2010","4371","08/03/2010","","2010 ACA BATCHES","4371 - 08/03/2010","-","-"
"1938","2010","4370","08/03/2010","","2010 ACA BATCHES","4370 - 08/03/2010","-","-"
"1939","2010","4369","08/03/2010","","2010 ACA BATCHES","4369 - 08/03/2010","-","-"
"1940","2010","4368","08/03/2010","","2010 ACA BATCHES","4368 - 08/03/2010","-","-"
"1941","2010","4367","08/03/2010","","2010 ACA BATCHES","4367 - 08/03/2010","-","-"
"1942","2010","4366","08/02/2010","","2010 ACA BATCHES","4366 - 08/02/2010","-","-"
"1943","2010","4365","08/02/2010","","2010 ACA BATCHES","4365 - 08/02/2010","-","-"
"1944","2010","4364","08/02/2010","","2010 ACA BATCHES","4364 - 08/02/2010","-","-"
"1945","2010","4363","07/30/2010","","2010 ACA BATCHES","4363 - 07/30/2010","-","-"
"1946","2010","4362","07/29/2010","","2010 ACA BATCHES","4362 - 07/29/2010","-","-"
"1947","2010","4361","07/29/2010","","2010 ACA BATCHES","4361 - 07/29/2010","-","-"
"1948","2010","4360","07/28/2010","","2010 ACA BATCHES","4360 - 07/28/2010","-","-"
"1949","2010","4359","07/28/2010","","2010 ACA BATCHES","4359 - 07/28/2010","-","-"
"1950","2010","4358","07/28/2010","","2010 ACA BATCHES","4358 - 07/28/2010","-","-"
"1951","2010","4357","07/27/2010","","2010 ACA BATCHES","4357 - 07/27/2010","-","-"
"1952","2010","4356","07/27/2010","","2010 ACA BATCHES","4356 - 07/27/2010","-","-"
"1953","2010","4355","07/27/2010","","2010 ACA BATCHES","4355 - 07/27/2010","-","-"
"1954","2010","4354","07/27/2010","","2010 ACA BATCHES","4354 - 07/27/2010","-","-"
"1955","2010","4353","07/27/2010","","2010 ACA BATCHES","4353 - 07/27/2010","-","-"
"1956","2010","4352","07/26/2010","","2010 ACA BATCHES","4352 - 07/26/2010","-","-"
"1957","2010","4351","07/26/2010","","2010 ACA BATCHES","4351 - 07/26/2010","-","-"
"1958","2010","4350","07/23/2010","","2010 ACA BATCHES","4350 - 07/23/2010","-","-"
"1959","2010","4349","07/23/2010","","2010 ACA BATCHES","4349 - 07/23/2010","-","-"
"1960","2010","4348","07/23/2010","","2010 ACA BATCHES","4348 - 07/23/2010","-","-"
"1961","2010","4347","07/22/2010","","2010 ACA BATCHES","4347 - 07/22/2010","-","-"
"1962","2010","4346","07/22/2010","","2010 ACA BATCHES","4346 - 07/22/2010","-","-"
"1963","2010","4345","07/22/2010","","2010 ACA BATCHES","4345 - 07/22/2010","-","-"
"1964","2010","4344","07/21/2010","","2010 ACA BATCHES","4344 - 07/21/2010","-","-"
"1965","2010","4343","07/21/2010","","2010 ACA BATCHES","4343 - 07/21/2010","-","-"
"1966","2010","4342","07/21/2010","","2010 ACA BATCHES","4342 - 07/21/2010","-","-"
"1967","2010","4341","07/21/2010","","2010 ACA BATCHES","4341 - 07/21/2010","-","-"
"1968","2010","4340","07/21/2010","","2010 ACA BATCHES","4340 - 07/21/2010","-","-"
"1969","2010","4339","07/21/2010","","2010 ACA BATCHES","4339 - 07/21/2010","-","-"
"1970","2010","4338","07/20/2010","","2010 ACA BATCHES","4338 - 07/20/2010","-","-"
"1971","2010","4337","07/20/2010","","2010 ACA BATCHES","4337 - 07/20/2010","-","-"
"1972","2010","4336","07/20/2010","","2010 ACA BATCHES","4336 - 07/20/2010","-","-"
"1973","2010","4335","07/20/2010","","2010 ACA BATCHES","4335 - 07/20/2010","-","-"
"1974","2010","4334","07/20/2010","","2010 ACA BATCHES","4334 - 07/20/2010","-","-"
"1975","2010","4333","07/20/2010","","2010 ACA BATCHES","4333 - 07/20/2010","-","-"
"1976","2010","4332","07/20/2010","","2010 ACA BATCHES","4332 - 07/20/2010","-","-"
"1977","2010","4331","07/20/2010","","2010 ACA BATCHES","4331 - 07/20/2010","-","-"
"1978","2010","4330","07/20/2010","","2010 ACA BATCHES","4330 - 07/20/2010","-","-"
"1979","2010","4329","07/20/2010","","2010 ACA BATCHES","4329 - 07/20/2010","-","-"
"1980","2010","4328","07/19/2010","","2010 ACA BATCHES","4328 - 07/19/2010","-","-"
"1981","2010","4327","07/19/2010","","2010 ACA BATCHES","4327 - 07/19/2010","-","-"
"1982","2010","4326","07/19/2010","","2010 ACA BATCHES","4326 - 07/19/2010","-","-"
"1983","2010","4325","07/19/2010","","2010 ACA BATCHES","4325 - 07/19/2010","-","-"
"1984","2010","4324","07/19/2010","","2010 ACA BATCHES","4324 - 07/19/2010","-","-"
"1985","2010","4323","07/19/2010","","2010 ACA BATCHES","4323 - 07/19/2010","-","-"
"1986","2010","4322","07/19/2010","","2010 ACA BATCHES","4322 - 07/19/2010","-","-"
"1987","2010","4321","07/16/2010","","2010 ACA BATCHES","4321 - 07/16/2010","-","-"
"1988","2010","4320","07/16/2010","","2010 ACA BATCHES","4320 - 07/16/2010","-","-"
"1989","2010","4319","07/16/2010","","2010 ACA BATCHES","4319 - 07/16/2010","-","-"
"1990","2010","4318","07/16/2010","","2010 ACA BATCHES","4318 - 07/16/2010","-","-"
"1991","2010","4317","07/16/2010","","2010 ACA BATCHES","4317 - 07/16/2010","-","-"
"1992","2010","4316","07/15/2010","","2010 ACA BATCHES","4316 - 07/15/2010","-","-"
"1993","2010","4315","07/15/2010","","2010 ACA BATCHES","4315 - 07/15/2010","-","-"
"1994","2010","4314","07/15/2010","","2010 ACA BATCHES","4314 - 07/15/2010","-","-"
"1995","2010","4313","07/15/2010","","2010 ACA BATCHES","4313 - 07/15/2010","-","-"
"1996","2010","4312","07/15/2010","","2010 ACA BATCHES","4312 - 07/15/2010","-","-"
"1997","2010","4311","07/15/2010","","2010 ACA BATCHES","4311 - 07/15/2010","-","-"
"1998","2010","4310","07/14/2010","","2010 ACA BATCHES","4310 - 07/14/2010","-","-"
"1999","2010","4309","07/14/2010","","2010 ACA BATCHES","4309 - 07/14/2010","-","-"
"2000","2010","4308","07/14/2010","","2010 ACA BATCHES","4308 - 07/14/2010","-","-"
"2001","2010","4307","07/14/2010","","2010 ACA BATCHES","4307 - 07/14/2010","-","-"
"2002","2010","4306","07/14/2010","","2010 ACA BATCHES","4306 - 07/14/2010","-","-"
"2003","2010","4305","07/14/2010","","2010 ACA BATCHES","4305 - 07/14/2010","-","-"
"2004","2010","4304","07/14/2010","","2010 ACA BATCHES","4304 - 07/14/2010","-","-"
"2005","2010","4303","07/14/2010","","2010 ACA BATCHES","4303 - 07/14/2010","-","-"
"2006","2010","4302","07/14/2010","","2010 ACA BATCHES","4302 - 07/14/2010","-","-"
"2007","2010","4301","07/14/2010","","2010 ACA BATCHES","4301 - 07/14/2010","-","-"
"2008","2010","4300","07/14/2010","","2010 ACA BATCHES","4300 - 07/14/2010","-","-"
"2009","2010","4299","07/14/2010","","2010 ACA BATCHES","4299 - 07/14/2010","-","-"
"2010","2010","4298","07/14/2010","","2010 ACA BATCHES","4298 - 07/14/2010","-","-"
"2011","2010","4297","07/14/2010","","2010 ACA BATCHES","4297 - 07/14/2010","-","-"
"2012","2010","4296","07/14/2010","","2010 ACA BATCHES","4296 - 07/14/2010","-","-"
"2013","2010","4295","07/13/2010","","2010 ACA BATCHES","4295 - 07/13/2010","-","-"
"2014","2010","4294","07/13/2010","","2010 ACA BATCHES","4294 - 07/13/2010","-","-"
"2015","2010","4293","07/13/2010","","2010 ACA BATCHES","4293 - 07/13/2010","-","-"
"2016","2010","4292","07/12/2010","","2010 ACA BATCHES","4292 - 07/12/2010","-","-"
"2017","2010","4291","07/09/2010","","2010 ACA BATCHES","4291 - 07/09/2010","-","-"
"2018","2010","4290","07/09/2010","","2010 ACA BATCHES","4290 - 07/09/2010","-","-"
"2019","2010","4289","07/08/2010","","2010 ACA BATCHES","4289 - 07/08/2010","-","-"
"2020","2010","4288","07/08/2010","","2010 ACA BATCHES","4288 - 07/08/2010","-","-"
"2021","2010","4287","07/08/2010","","2010 ACA BATCHES","4287 - 07/08/2010","-","-"
"2022","2010","4286","07/08/2010","","2010 ACA BATCHES","4286 - 07/08/2010","-","-"
"2023","2010","4285","07/08/2010","","2010 ACA BATCHES","4285 - 07/08/2010","-","-"
"2024","2010","4284","07/07/2010","","2010 ACA BATCHES","4284 - 07/07/2010","-","-"
"2025","2010","4283","07/07/2010","","2010 ACA BATCHES","4283 - 07/07/2010","-","-"
"2026","2010","4282","07/07/2010","","2010 ACA BATCHES","4282 - 07/07/2010","-","-"
"2027","2010","4281","07/07/2010","","2010 ACA BATCHES","4281 - 07/07/2010","-","-"
"2028","2010","4280","07/06/2010","","2010 ACA BATCHES","4280 - 07/06/2010","-","-"
"2029","2010","4279","07/06/2010","","2010 ACA BATCHES","4279 - 07/06/2010","-","-"
"2030","2010","4278","07/06/2010","","2010 ACA BATCHES","4278 - 07/06/2010","-","-"
"2031","2010","4277","07/02/2010","","2010 ACA BATCHES","4277 - 07/02/2010","-","-"
"2032","2010","4276","07/02/2010","","2010 ACA BATCHES","4276 - 07/02/2010","-","-"
"2033","2010","4275","07/01/2010","","2010 ACA BATCHES","4275 - 07/01/2010","-","-"
"2034","2010","4274","07/01/2010","","2010 ACA BATCHES","4274 - 07/01/2010","-","-"
